3.12E-01	5.80E-01
1.17E+00	4.81E-01
1.65E+00	6.25E-01
2.19E+00	6.49E-01
2.66E+00	6.66E-01
3.01E+00	6.37E-01
3.89E+00	3.12E-01
4.31E+00	5.79E-01
4.35E+00	8.99E-01
5.52E+00	6.48E-01
6.02E+00	7.09E-01
6.34E+00	9.49E-01
6.78E+00	7.14E-01
7.14E+00	9.57E-01
7.81E+00	7.19E-01
8.25E+00	8.40E-01
8.75E+00	1.05E+00
9.26E+00	1.05E+00
1.00E+01	1.45E+00
1.02E+01	1.46E+00
1.07E+01	1.45E+00
1.16E+01	1.61E+00
1.18E+01	1.75E+00
1.23E+01	1.78E+00
1.26E+01	2.18E+00
1.31E+01	2.41E+00
1.38E+01	2.62E+00
1.42E+01	2.94E+00
1.45E+01	2.91E+00
1.50E+01	3.51E+00
1.55E+01	3.83E+00
1.60E+01	4.00E+00
1.63E+01	4.44E+00
1.66E+01	4.67E+00
1.70E+01	5.21E+00
1.73E+01	5.44E+00
1.78E+01	5.62E+00
1.81E+01	6.17E+00
1.82E+01	6.66E+00
1.85E+01	6.76E+00
1.91E+01	7.18E+00
1.90E+01	7.87E+00
1.91E+01	8.13E+00
1.93E+01	8.31E+00
2.00E+01	8.89E+00
2.02E+01	9.46E+00
2.02E+01	9.91E+00
2.02E+01	1.05E+01
2.04E+01	1.10E+01
2.03E+01	1.13E+01
2.06E+01	1.19E+01
2.03E+01	1.25E+01
2.05E+01	1.29E+01
2.02E+01	1.32E+01
2.03E+01	1.39E+01
2.01E+01	1.43E+01
1.98E+01	1.48E+01
2.00E+01	1.52E+01
1.99E+01	1.56E+01
1.95E+01	1.60E+01
1.92E+01	1.63E+01
1.90E+01	1.68E+01
1.86E+01	1.74E+01
1.81E+01	1.76E+01
1.82E+01	1.80E+01
1.79E+01	1.82E+01
1.74E+01	1.87E+01
1.72E+01	1.89E+01
1.66E+01	1.91E+01
1.62E+01	1.96E+01
1.59E+01	1.99E+01
1.54E+01	2.02E+01
1.52E+01	2.04E+01
1.47E+01	2.06E+01
1.41E+01	2.06E+01
1.35E+01	2.07E+01
1.31E+01	2.08E+01
1.29E+01	2.11E+01
1.22E+01	2.11E+01
1.17E+01	2.09E+01
1.14E+01	2.11E+01
1.09E+01	2.09E+01
1.02E+01	2.12E+01
1.00E+01	2.10E+01
9.54E+00	2.09E+01
8.70E+00	2.08E+01
8.22E+00	2.05E+01
7.89E+00	2.04E+01
7.18E+00	2.04E+01
6.82E+00	2.02E+01
6.39E+00	2.00E+01
5.86E+00	1.98E+01
5.69E+00	1.96E+01
5.17E+00	1.94E+01
4.89E+00	1.90E+01
4.47E+00	1.88E+01
4.26E+00	1.85E+01
3.46E+00	1.82E+01
3.13E+00	1.77E+01
2.94E+00	1.78E+01
2.55E+00	1.71E+01
2.25E+00	1.68E+01
1.89E+00	1.61E+01
1.45E+00	1.61E+01
1.18E+00	1.54E+01
7.23E-01	1.50E+01
7.37E-01	1.47E+01
2.53E-01	1.42E+01
4.59E-01	1.37E+01
-1.90E-01	1.33E+01
4.62E-02	1.29E+01
-4.76E-01	1.24E+01
-5.83E-01	1.20E+01
-1.17E+00	1.14E+01
-1.39E+00	1.10E+01
-1.50E+00	1.04E+01
-1.62E+00	1.02E+01
-1.73E+00	9.71E+00
-1.94E+00	8.77E+00
-2.18E+00	8.54E+00
-2.22E+00	8.15E+00
-2.60E+00	7.60E+00
-2.80E+00	7.06E+00
-2.75E+00	6.87E+00
-2.90E+00	6.23E+00
-3.18E+00	5.53E+00
-3.43E+00	5.11E+00
-3.69E+00	4.52E+00
-4.00E+00	4.05E+00
-3.88E+00	3.75E+00
-4.15E+00	3.22E+00
-4.32E+00	2.55E+00
-4.61E+00	2.09E+00
-4.87E+00	1.53E+00
-4.67E+00	1.29E+00
-4.85E+00	8.26E-01
-5.12E+00	2.57E-01
-5.30E+00	-2.13E-01
-5.85E+00	-4.46E-01
-5.88E+00	-1.27E+00
-6.27E+00	-1.51E+00
-6.34E+00	-2.14E+00
-6.79E+00	-2.45E+00
-6.80E+00	-3.10E+00
-7.12E+00	-3.26E+00
-7.49E+00	-3.49E+00
-7.88E+00	-4.30E+00
-8.22E+00	-4.80E+00
-8.34E+00	-5.11E+00
-8.91E+00	-5.52E+00
-9.03E+00	-5.80E+00
-9.31E+00	-5.82E+00
-9.63E+00	-6.56E+00
-1.02E+01	-6.83E+00
-1.08E+01	-7.29E+00
-1.12E+01	-7.57E+00
-1.11E+01	-7.68E+00
-1.15E+01	-7.82E+00
-1.21E+01	-8.09E+00
-1.24E+01	-8.26E+00
-1.33E+01	-8.65E+00
-1.34E+01	-8.58E+00
-1.40E+01	-8.99E+00
-1.44E+01	-9.19E+00
-1.51E+01	-9.04E+00
-1.57E+01	-9.57E+00
-1.61E+01	-9.60E+00
-1.64E+01	-9.37E+00
-1.71E+01	-9.43E+00
-1.75E+01	-9.57E+00
-1.80E+01	-9.42E+00
-1.83E+01	-9.61E+00
-1.90E+01	-9.52E+00
-1.93E+01	-9.10E+00
-1.99E+01	-8.96E+00
-2.02E+01	-9.60E+00
-2.07E+01	-8.92E+00
-2.10E+01	-8.85E+00
-2.15E+01	-8.87E+00
-2.20E+01	-8.57E+00
-2.26E+01	-8.35E+00
-2.30E+01	-7.67E+00
-2.35E+01	-7.57E+00
-2.35E+01	-7.36E+00
-2.39E+01	-7.26E+00
-2.43E+01	-6.44E+00
-2.43E+01	-6.44E+00
-2.51E+01	-5.92E+00
-2.52E+01	-5.64E+00
-2.56E+01	-5.10E+00
-2.57E+01	-4.90E+00
-2.60E+01	-4.27E+00
-2.61E+01	-3.68E+00
-2.60E+01	-3.25E+00
-2.62E+01	-2.88E+00
-2.67E+01	-2.74E+00
-2.67E+01	-2.17E+00
-2.65E+01	-1.53E+00
-2.66E+01	-1.14E+00
-2.67E+01	-5.95E-01
-2.65E+01	6.03E-02
-2.66E+01	5.76E-01
-2.67E+01	1.06E+00
-2.64E+01	1.42E+00
-2.64E+01	1.79E+00
-2.63E+01	2.18E+00
-2.61E+01	2.81E+00
-2.58E+01	3.42E+00
-2.57E+01	3.64E+00
-2.57E+01	4.00E+00
-2.50E+01	4.53E+00
-2.50E+01	4.88E+00
-2.45E+01	5.35E+00
-2.41E+01	5.61E+00
-2.39E+01	5.94E+00
-2.36E+01	6.29E+00
-2.30E+01	6.86E+00
-2.27E+01	7.06E+00
-2.25E+01	7.32E+00
-2.22E+01	7.69E+00
-2.16E+01	7.94E+00
-2.11E+01	7.83E+00
-2.11E+01	8.51E+00
-2.02E+01	8.69E+00
-2.01E+01	8.87E+00
-1.95E+01	8.97E+00
-1.87E+01	9.19E+00
-1.84E+01	9.47E+00
-1.78E+01	9.72E+00
-1.73E+01	9.88E+00
-1.69E+01	1.01E+01
-1.65E+01	1.03E+01
-1.60E+01	1.02E+01
-1.56E+01	1.02E+01
-1.49E+01	1.05E+01
-1.44E+01	1.02E+01
-1.38E+01	1.09E+01
-1.34E+01	1.06E+01
-1.30E+01	1.10E+01
-1.24E+01	1.06E+01
-1.19E+01	1.11E+01
-1.15E+01	1.09E+01
-1.06E+01	1.07E+01
-1.04E+01	1.09E+01
-9.83E+00	1.11E+01
-9.31E+00	1.10E+01
-8.79E+00	1.11E+01
-8.62E+00	1.07E+01
-7.52E+00	1.10E+01
-7.16E+00	1.08E+01
